budget,revenue,id,original_title,title
0,0.0,51038,Kivenpyörittäjän kylä,Kivenpyörittäjän kylä
0,0.0,30718,Last of the Dogmen,Last of the Dogmen
0,0.0,37797,耳をすませば,Whisper of the Heart
0,0.0,37062,The Passion of Darkly Noon,The Passion of Darkly Noon
0,0.0,18665,鼠膽龍威,High Risk
0,0.0,12613,ストリートファイター II MOVIE,Street Fighter II: The Animated Movie
0,0.0,21846,Trinity And Beyond: The Atomic Bomb Movie,Trinity And Beyond: The Atomic Bomb Movie
350000,0.0,16233,Tromeo & Juliet,Tromeo & Juliet
125000,0.0,13063,Cannibal! The Musical,Cannibal! The Musical
0,0.0,37563,Conte d'été,A Summer's Tale
0,0.0,63054,Fetishes,Fetishes
0,0.0,41343,食神,The God of Cookery
0,0.0,27318,Jack Frost,Jack Frost
17500000,0.0,16003,Jägarna,The Hunters
0,0.0,8214,Kauas pilvet karkaavat,Drifting Clouds
6000000,0.0,30330,The Late Shift,The Late Shift
0,0.0,29927,Lepa sela lepo gore,"Pretty Village, Pretty Flame"
0,0.0,48709,Mon homme,My Man
0,0.0,37431,No Way Back,No Way Back
0,0.0,100167,No Way Home,No Way Home
0,0.0,2061,Pusher,Pusher
0,0.0,11210,Robinson Crusoe,Robinson Crusoe
0,0.0,148478,Sairaan kaunis maailma,Freakin' Beautiful World
0,0.0,27994,Sgt. Kabukiman N.Y.P.D.,Sgt. Kabukiman N.Y.P.D.
0,0.0,2460,Tierra,Earth
0,0.0,12254,Emma,Emma
0,0.0,55902,American Perfekt,American Perfekt
0,0.0,74097,Bikini Summer III: South Beach Heat,Bikini Summer III: South Beach Heat
0,0.0,16992,The Boxer,The Boxer
0,0.0,9956,The Brave,The Brave
0,0.0,36702,Cremaster 5,Cremaster 5
0,0.0,134458,Executive Target,Executive Target
0,0.0,26124,Face,Face
26000000,0.0,9092,Snow White: A Tale of Terror,Snow White: A Tale of Terror
1300000,0.0,18415,Gummo,Gummo
0,0.0,17629,Hamilton,Hamilton
0,0.0,116008,Chicago Cab,Chicago Cab
0,0.0,37517,Kiss or Kill,Kiss or Kill
0,0.0,37673,المصير,Destiny
0,0.0,26103,Mean Guns,Mean Guns
0,0.0,44641,Men with Guns,Men with Guns
0,0.0,8765,Nirvana,Nirvana
0,0.0,9845,Perdita Durango,Dance with the Devil
0,0.0,26644,Photographing Fairies,Photographing Fairies
0,0.0,36221,Posutoman burusu,Postman Blues
0,0.0,26215,Quicksilver Highway,Quicksilver Highway
0,0.0,64559,Rien ne va plus,The Swindle
0,0.0,28123,Safe House,Safe House
0,116806.0,35638,"Sick: The Life and Death of Bob Flanagan, Supermasochist","Sick: The Life and Death of Bob Flanagan, Supermasochist"
0,0.0,9732,The Lion King 2: Simba's Pride,The Lion King 2: Simba's Pride
0,0.0,86913,Wishful Thinking,Wishful Thinking
0,0.0,30983,From the Earth to the Moon,From the Earth to the Moon
20000000,1531251.0,5470,Beowulf,Beowulf
5000000,0.0,10213,From Dusk Till Dawn 3: The Hangman's Daughter,From Dusk Till Dawn 3: The Hangman's Daughter
0,0.0,19846,The Interview,The Interview
0,0.0,50008,RKO 281,RKO 281
5000000,0.0,12095,From Dusk Till Dawn 2: Texas Blood Money,From Dusk Till Dawn 2: Texas Blood Money
0,0.0,1283,"Torrente, el brazo tonto de la ley","Torrente, the Dumb Arm of the Law"
0,0.0,35016,Koko Flanel,Koko Flanel
10000000,0.0,95136,Bruno,Bruno
1000000,0.0,44625,Dead Man's Curve,Dead Man's Curve
0,0.0,36282,極道戦国志 不動,Fudoh: The New Generation
0,0.0,14533,Gia,Gia
0,0.0,9812,Thursday,Thursday
0,0.0,41992,Sofies verden,Sophie's World
0,0.0,88421,Wavelength,Wavelength
0,0.0,8697,我是誰,Who Am I?
0,0.0,22140,Riget II,The Kingdom II
0,0.0,7096,Merlin,Merlin
0,0.0,21039,Rogue Trader,Rogue Trader
0,0.0,19850,Breast Men,Breast Men
0,0.0,17263,A Murder of Crows,A Murder of Crows
2888030,0.0,344,Bang Boom Bang - Ein todsicheres Ding,"Bang, Boom, Bang"
0,0.0,15805,Batman & Mr. Freeze: SubZero,Batman & Mr. Freeze: SubZero
0,0.0,14439,The Pentagon Wars,The Pentagon Wars
891000,229000.0,41227,A Place Called Chiapas,A Place Called Chiapas
0,0.0,13428,Two Hands,Two Hands
0,0.0,27260,Brave New World,Brave New World
0,0.0,11508,Addams Family Reunion,Addams Family Reunion
0,0.0,67899,Thick as Thieves,Thick as Thieves
0,0.0,36105,Emporte-moi,Set Me Free
0,0.0,47186,Claire Dolan,Claire Dolan
0,0.0,50173,Jigoku,Jigoku
0,0.0,57644,The Smashing Pumpkins: Vieuphoria,The Smashing Pumpkins: Vieuphoria
0,0.0,46817,La classe de neige,The Class Trip
0,0.0,45935,海上花,Flowers of Shanghai
0,0.0,47060,洞,The Hole
0,0.0,84002,Про уродов и людей,Of Freaks and Men
0,0.0,9943,Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit,Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit
0,0.0,23356,Purgatory,Purgatory
1000000,0.0,55257,Juha,Juha
0,0.0,2487,修羅雪姫,Lady Snowblood
1143000,0.0,38821,Häjyt,The Tough Ones
0,0.0,10429,Takedown,Takedown
0,0.0,17985,Bleeder,Bleeder
5200000,13000000.0,21210,दिल से,Dil Se..
0,0.0,54860,ボディガード牙,The Bodyguard
0,0.0,9597,Vidocq,Vidocq
0,0.0,21644,Molokai: The Story of Father Damien,Molokai: The Story of Father Damien
0,39481.0,5511,Le Samouraï,Le Samouraï
0,0.0,12485,Candyman: Day of the Dead,Candyman: Day of the Dead
0,0.0,49745,The 4th Floor,The 4th Floor
0,0.0,62825,Pitkä kuuma kesä,A Long Hot Summer
0,0.0,17074,The Batman Superman Movie: World's Finest,The Batman Superman Movie: World's Finest
0,20000000.0,18491,新世紀エヴァンゲリオン劇場版,The End of Evangelion
0,0.0,175739,Aleksis Kiven elämä,The Life of Aleksis Kivi
0,0.0,13777,He Died with a Felafel in His Hand,He Died with a Felafel in His Hand
1530000,15306000.0,11854,Kuch Kuch Hota Hai,Kuch Kuch Hota Hai
0,0.0,87489,Document of the Dead,Document of the Dead
0,0.0,33491,Vénus beauté (institut),Venus Beauty Institute
0,0.0,12619,Cherry Falls,Cherry Falls
0,0.0,39927,Freeway II: Confessions of a Trickbaby,Freeway II: Confessions of a Trickbaby
0,0.0,24272,Joseph and the Amazing Technicolor Dreamcoat,Joseph and the Amazing Technicolor Dreamcoat
0,0.0,29587,Style Wars,Style Wars
0,0.0,3716,Im Juli,In July
20000000,0.0,11944,Joan of Arc,Joan of Arc
0,0.0,21348,Kirikou et la Sorcière,Kirikou and the Sorceress
3800000,0.0,15319,雨あがる,After the Rain
0,0.0,9011,The Prophecy 3: The Ascent,The Prophecy 3: The Ascent
0,60726164.0,2332,Taxi 2,Taxi 2
0,0.0,54003,Pups,Pups
0,0.0,20882,Особенности национальной рыбалки,Peculiarities of the National Fishing
0,0.0,10205,Cut,Cut
0,0.0,40476,Kadosh,Kadosh
0,0.0,18394,Essex Boys,Essex Boys
0,0.0,31774,Picking Up the Pieces,Picking Up the Pieces
0,0.0,35735,Badding,Badding
0,0.0,38203,Katsastus,The Wedding Waltz
0,0.0,19362,Meeting People Is Easy,Meeting People Is Easy
0,0.0,5458,Cruel Intentions 2,Cruel Intentions 2
0,0.0,31161,アドレナリンドライブ,Adrenaline Drive
0,0.0,65296,L'humanité,Humanité
0,0.0,32067,Beautiful Joe,Beautiful Joe
0,0.0,32306,The Underground Comedy Movie,The Underground Comedy Movie
6000000,0.0,66668,The Shrink Is In,The Shrink Is In
0,0.0,72490,カリスマ,Charisma
0,0.0,10482,Guest House Paradiso,Guest House Paradiso
0,0.0,107942,Swimming,Swimming
0,0.0,28031,If These Walls Could Talk 2,If These Walls Could Talk 2
0,100202.0,54491,The Trumpet Of The Swan,The Trumpet Of The Swan
0,0.0,110147,The 10th Kingdom,The 10th Kingdom
0,0.0,15653,An Extremely Goofy Movie,An Extremely Goofy Movie
0,0.0,43423,باد ما را خواهد برد,The Wind Will Carry Us
0,0.0,12480,Gouttes d'eau sur pierres brûlantes,Water Drops on Burning Rocks
0,0.0,13439,The Tracker,The Tracker
12000000,19271312.0,844,2046,2046
5000000,0.0,29512,Bruiser,Bruiser
0,0.0,97206,Taboo,Taboo
0,0.0,101338,Mundo grúa,Crane World
0,0.0,23985,Cremaster 2,Cremaster 2
0,0.0,2463,暗戰,Running Out of Time
0,0.0,16874,The Wog Boy,The Wog Boy
0,0.0,274669,龍在邊緣,Century of the Dragon
0,0.0,32166,Chasing Sleep,Chasing Sleep
0,0.0,204839,The Stepdaughter,The Stepdaughter
0,0.0,38987,Possible Worlds,Possible Worlds
0,0.0,9439,Los sin nombre,The Nameless
0,0.0,52666,Dług,The Debt
0,0.0,71138,女囚701号/さそり,Female Prisoner #701: Scorpion
0,0.0,39872,Joshuu sasori: Dai-41 zakkyo-bô,Female Prisoner Scorpion: Jailhouse 41
0,0.0,53048,Bartleby,Bartleby
0,0.0,22616,Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D,Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D
0,0.0,20160,Levottomat,Restless
0,0.0,28943,Shiner,Shiner
0,0.0,16234,Batman Beyond: Return of the Joker,Batman Beyond: Return of the Joker
0,0.0,82550,Roberto Succo,Roberto Succo
0,0.0,11599,苏州河,Suzhou River
0,0.0,33253,เรื่องตลก 69,6ixtynin9
0,0.0,11075,オーディション,Audition
0,0.0,16171,The Nine Lives of Tomas Katz,The Nine Lives of Tomas Katz
0,0.0,33355,For Love or Country: The Arturo Sandoval Story,For Love or Country: The Arturo Sandoval Story
0,0.0,49671,Paragraph 175,Paragraph 175
12500000,0.0,15917,Devdas,Devdas
10000000,0.0,10706,Mimic 2,Mimic 2
0,0.0,36246,MONDAY,Monday
0,0.0,17208,Paradise Lost 2: Revelations,Paradise Lost 2: Revelations
0,0.0,26245,Dark Prince: The True Story of Dracula,Dark Prince: The True Story of Dracula
0,0.0,62529,Sound and Fury,Sound and Fury
0,0.0,467,The Hole,The Hole
0,0.0,25988,The Sleeping Dictionary,The Sleeping Dictionary
2000000,0.0,73952,When Strangers Appear,When Strangers Appear
998000,0.0,19738,少女革命ウテナ アドゥレセンス黙示録,Revolutionary Girl Utena: The Movie
0,0.0,16435,Speaking of Sex,Speaking of Sex
0,0.0,26014,Good Advice,Good Advice
0,0.0,45418,孤男寡女,Needing You...
20000000,0.0,15024,The Mists of Avalon,The Mists of Avalon
0,0.0,11366,うずまき,Spiral
0,0.0,89823,Duże zwierzę,The Big Animal
0,0.0,10751,Gamle mænd i nye biler,Old Men in New Cars: In China They Eat Dogs II
0,0.0,38294,Purely Belter,Purely Belter
3000000,0.0,18836,The Quickie,The Quickie
0,0.0,10757,Kabhi Khushi Kabhie Gham,Kabhi Khushi Kabhie Gham
1000000,0.0,55256,Joki,The River
0,25461.0,23160,Werckmeister harmóniák,Werckmeister Harmonies
0,111127553.0,2899,Astérix & Obélix Mission Cléopâtre,Asterix & Obelix: Mission Cleopatra
0,0.0,44756,Is It Fall Yet?,Is It Fall Yet?
0,0.0,18088,Late Night Shopping,Late Night Shopping
0,0.0,31010,Uprising,Uprising
0,0.0,20536,61*,61*
0,0.0,3577,Der Tunnel,The Tunnel
0,13102295.0,27259,Long Time Dead,Long Time Dead
0,0.0,19448,The Laramie Project,The Laramie Project
0,0.0,14923,Run Ronnie Run,Run Ronnie Run
0,0.0,32248,五条霊戦記,Gojoe: Spirit War Chronicle
0,0.0,47115,A Gentleman's Game,A Gentleman's Game
0,0.0,2440,공동경비구역 JSA,Joint Security Area
4800000,0.0,10836,Dagon,Dagon
30000000,0.0,10955,Ripley's Game,Ripley's Game
0,0.0,12900,Conspiracy,Conspiracy
0,0.0,37998,Freeze Me,Freeze Me
0,0.0,10978,Jalla! Jalla!,The Best Man's Wedding
0,0.0,81540,Teknolust,Teknolust
0,0.0,40096,O Auto da Compadecida,A Dog's Will
25697387,3849941.0,11847,特務迷城,The Accidental Spy
0,0.0,52999,L'Adversaire,The Adversary
0,0.0,41714,The Beautiful Country,The Beautiful Country
0,0.0,11056,Darkness,Darkness
0,0.0,27967,Mockingbird Don't Sing,Mockingbird Don't Sing
0,0.0,919,Blood: The Last Vampire,Blood: The Last Vampire
0,0.0,57558,Vacuuming Completely Nude in Paradise,Vacuuming Completely Nude in Paradise
0,0.0,13437,Avenging Angelo,Avenging Angelo
0,0.0,55852,Southern Comfort,Southern Comfort
0,0.0,211,Berlin is in Germany,Berlin is in Germany
53000000,0.0,10046,Blueberry,Blueberry
0,0.0,27245,Electric Dragon 80.000 V,Electric Dragon 80.000 V
0,0.0,6382,The Nugget,The Nugget
9400000,0.0,36243,ゴジラ・モスラ・キングギドラ大怪獣総進撃,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack"
0,0.0,45538,Shackleton's Antarctic Adventure,Shackleton's Antarctic Adventure
0,0.0,48843,The Barber,The Barber
0,0.0,22242,Dirty Deeds,Dirty Deeds
0,0.0,50467,Miranda,Miranda
3000000,0.0,16077,My Little Eye,My Little Eye
0,0.0,58255,Kung Phooey,Kung Phooey
0,0.0,2191,Stranded,Stranded
0,0.0,11553,千禧曼波,Millennium Mambo
0,0.0,29832,Martin & Orloff,Martin & Orloff
10000000,0.0,10726,American Psycho 2: All American Girl,American Psycho 2: All American Girl
0,0.0,57100,Shuang tong,Double Vision
0,0.0,44793,Un crabe dans la tête,Soft Shell Man
0,0.0,35110,Samouraïs,Samouraïs
0,0.0,9298,Ali G Indahouse,Ali G Indahouse
0,0.0,89591,Anazapta,Black Plague
0,0.0,13899,DEAD OR ALIVE 2　逃亡者,Dead or Alive 2: Birds
0,0.0,437,Cube 2: Hypercube,Cube²: Hypercube
0,17350.0,38901,"Milwaukee, Minnesota","Milwaukee, Minnesota"
0,0.0,37712,ピストルオペラ,Pistol Opera
0,0.0,37266,Secret Passage,Secret Passage
5000000,0.0,14809,Stark Raving Mad,Stark Raving Mad
0,0.0,27324,回路,Pulse
0,0.0,33625,Emmett's Mark,Killing Emmett Young
0,0.0,35583,The Lost Battalion,The Lost Battalion
0,0.0,35848,Hukkle,Hukkle
0,0.0,4592,Carolina,Carolina
0,0.0,71099,Charms For the Easy Life,Charms For the Easy Life
0,0.0,9025,Hundstage,Dog Days
0,0.0,2111,巴尔扎克与小裁缝,Balzac and the Little Chinese Seamstress
2079000,4099000.0,14752,Dil Chahta Hai,Dil Chahta Hai
0,0.0,11178,엽기적인 그녀,My Sassy Girl
0,0.0,10943,The Gathering,The Gathering
0,0.0,125842,Shot in the Heart,Shot in the Heart
0,0.0,100973,Sprängaren,Deadline
0,0.0,23305,The Warrior,The Warrior
0,0.0,21707,조폭 마누라,My Wife Is a Gangster
0,0.0,10981,Nothing,Nothing
0,0.0,10918,Plots with a View,Undertaking Betty
0,0.0,30839,Waterboys,Waterboys
0,0.0,4612,Absolon,Absolon
0,0.0,36222,Dead or Alive: Final,Dead or Alive: Final
0,0.0,33068,Hell House,Hell House
350000,0.0,13984,Fubar,Fubar
0,0.0,16184,カタクリ家の幸福,The Happiness of the Katakuris
0,0.0,53244,Sex is Comedy,Sex Is Comedy
0,0.0,14868,The Rage in Placid Lake,The Rage in Placid Lake
0,0.0,36353,Stratosphere Girl,Stratosphere Girl
0,0.0,97754,A mi madre le gustan las mujeres,My Mother Likes Women
0,0.0,11427,Dead End,Dead End
0,102471.0,18072,Pure,Pure
4000000,1954937.0,4689,복수는 나의 것,Sympathy for Mr. Vengeance
0,0.0,16209,Jesus Christ Vampire Hunter,Jesus Christ Vampire Hunter
0,0.0,45379,天下無雙,Chinese Odyssey 2002
16700000,0.0,18248,The Foreigner,The Foreigner
0,0.0,8441,O Homem do Ano,The Man of the Year
0,0.0,12720,自殺サークル,Suicide Club
4667404,0.0,21041,Den tredje vågen,The Third Wave
24665810,0.0,5552,Immortel (ad vitam),Immortal
0,0.0,8325,Tiptoes,Tiptoes
80000000,5989640.0,10077,A Sound of Thunder,A Sound of Thunder
0,0.0,11430,The Lion King 1½,The Lion King 1½
0,0.0,31076,Stupeur et tremblements,Fear and Trembling
0,0.0,28730,Live from Baghdad,Live from Baghdad
0,0.0,40432,Planta 4ª,Planta 4ª
0,0.0,26955,오아시스,Oasis
0,0.0,23986,Cremaster 3,Cremaster 3
0,0.0,4326,Herr Lehmann,Herr Lehmann
0,0.0,16132,De Tweeling,Twin Sisters
0,0.0,36730,My House in Umbria,My House in Umbria
0,0.0,55496,Nousukausi,Upswing
14000000,0.0,30806,Out for a Kill,Out for a Kill
0,0.0,20164,Pahat pojat,Bad Boys
0,0.0,38970,Ricordati di me,"Remember Me, My Love"
0,0.0,32526,Soldier's Girl,Soldier's Girl
0,0.0,26491,Tipping the Velvet,Tipping the Velvet
0,0.0,15271,Bright Young Things,Bright Young Things
0,0.0,45572,성냥팔이 소녀의 재림,Resurrection of The Little Match Girl
7000000,0.0,22076,Alien Hunter,Alien Hunter
0,0.0,16973,Love Object,Love Object
5000000,0.0,55931,The Animatrix,The Animatrix
10000000,0.0,12703,The Brown Bunny,The Brown Bunny
4000000,0.0,32250,呪怨,Ju-on: The Curse
0,0.0,44203,呪怨2 ビデオ版,Ju-on: The Curse 2
0,0.0,46814,Elina - Som om jag inte fanns,Elina: As If I Wasn't There
6000000,0.0,9282,11:14,11:14
0,0.0,5844,アライヴ,Alive
0,0.0,61485,小城之春,Springtime in a Small Town
5000000,0.0,10891,Tremors 4: The Legend Begins,Tremors 4: The Legend Begins
0,0.0,25334,Wondrous Oblivion,Wondrous Oblivion
0,0.0,12540,Bring It On Again,Bring It On Again
0,0.0,60672,Les Rivières pourpres 2 : Les Anges de l'apocalypse,Crimson Rivers II: Angels of the Apocalypse
0,0.0,24241,And Starring Pancho Villa as Himself,And Starring Pancho Villa as Himself
0,0.0,11556,Nicotina,Nicotina
0,0.0,49007,Iron Jawed Angels,Iron Jawed Angels
0,0.0,11197,Ondskan,Evil
5000000,0.0,14245,Sniper 2,Sniper 2
0,0.0,27079,Stuey,High Roller: The Stu Ungar Story
9000000,0.0,3177,Batoru rowaiaru II: Chinkonka,Battle Royale II: Requiem
0,0.0,19277,In Hell,In Hell
140000000,209073645.0,11774,Lemony Snicket's A Series of Unfortunate Events,Lemony Snicket's A Series of Unfortunate Events
0,0.0,10855,赤裸特工,Naked Weapon
0,0.0,16765,Bukowski - Born into This,Bukowski - Born into This
0,0.0,4972,De grønne slagtere,The Green Butchers
0,0.0,54764,Helmiä ja sikoja,Pearls and Pigs
0,0.0,120360,An Injury to One,An Injury to One
0,0.0,20162,Levottomat 3,Addiction - When Nothing Is Enough
47000000,0.0,2841,Un long dimanche de fiançailles,A Very Long Engagement
0,0.0,11606,เรื่องรัก น้อยนิด มหาศาล,Last Life in the Universe
0,0.0,189332,El misterio Galíndez,The Galíndez File
0,11030861.0,363,Gegen die Wand,Head-On
0,9789651.0,12140,イノセンス,Ghost in the Shell 2: Innocence
0,13200241.0,4254,कल हो ना हो,Kal Ho Naa Ho
0,522911.0,15370,猫の恩返し,The Cat Returns
12000000,163536.0,16635,Country of My Skull,In My Country
0,0.0,23520,Unstoppable,Unstoppable
0,0.0,1418,Te doy mis ojos,Take My Eyes
0,0.0,15990,Katedra,The Cathedral
0,0.0,11492,盲井,Blind Shaft
5000000,7338987.0,12496,Tasogare Seibei,The Twilight Samurai
0,0.0,17457,千機變,The Twins Effect
0,0.0,22618,La face cachée de la lune,Far Side of the Moon
0,15530077.0,29987,La finestra di fronte,Facing Windows
0,0.0,10361,Ginger Snaps 2: Unleashed,Ginger Snaps 2: Unleashed
0,0.0,36763,Salem's Lot,Salem's Lot
0,0.0,41070,Villmark,Dark Woods
8256269,460978.0,14527,Foolproof,Foolproof
14000000,0.0,12542,Belly of the Beast,Belly of the Beast
0,0.0,32276,"Easy Riders, Raging Bulls","Easy Riders, Raging Bulls"
0,0.0,100594,Kohtalon kirja,The Book of Fate
0,0.0,14455,壬生義士伝,When the Last Sword Is Drawn
0,0.0,25757,Comic Book: The Movie,Comic Book: The Movie
0,0.0,24092,2LDK,2LDK
0,0.0,20357,Trauma,Trauma
0,0.0,21200,Confidences trop intimes,Intimate Strangers
0,0.0,40876,Down to the Bone,Down to the Bone
0,0.0,95536,Um Filme Falado,A Talking Picture
3500000,0.0,11838,呪怨じゅおん,Ju-on: The Grudge
3000000,14980005.0,670,올드보이,Oldboy
0,0.0,25500,Feux rouges,Red Lights
0,0.0,85873,GhostWatcher,GhostWatcher
0,0.0,12583,Ginger Snaps Back: The Beginning,Ginger Snaps Back: The Beginning
0,0.0,21513,Moon Child,Moon Child
0,0.0,12608,Skenbart,Illusive Tracks
0,0.0,14190,Svidd Neger,The Black Lapp
0,0.0,49681,El abrazo partido,Lost Embrace
0,0.0,9694,着信アリ,One Missed Call
1200000,0.0,12802,Goldfish Memory,Goldfish Memory
0,0.0,22537,犬夜叉 鏡の中の夢幻城,Inuyasha the Movie 2: The Castle Beyond the Looking Glass
29000000,21126225.0,9667,The Jacket,The Jacket
0,6584159.0,13373,Millions,Millions
0,0.0,37209,The Saddest Music in the World,The Saddest Music in the World
7000000,0.0,10304,Starship Troopers 2: Hero of the Federation,Starship Troopers 2: Hero of the Federation
0,0.0,40823,O Homem Que Copiava,The Man Who Copied
0,0.0,9666,呪怨2,Ju-on: The Grudge 2
0,0.0,13371,Sex Lives of the Potato Men,Sex Lives of the Potato Men
0,0.0,11049,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem
0,15.0,9316,Ong Bak,Ong-Bak: The Thai Warrior
0,0.0,11647,無間道II,Infernal Affairs II
12806000,38535221.0,1913,Mar adentro,The Sea Inside
0,0.0,45693,Lucky 7,Lucky 7
80000000,55041367.0,2539,Spanglish,Spanglish
0,0.0,15177,Buddy,Buddy
0,0.0,14770,Festival Express,Festival Express
0,0.0,5528,Les Choristes,The Chorus
780000,0.0,10105,Saints and Soldiers,Saints and Soldiers
0,0.0,38398,Bare Bea,Just Bea
0,0.0,1114,Die Geschichte vom weinenden Kamel,The Weeping Camel
80000000,162944923.0,179,The Interpreter,The Interpreter
130000,54667954.0,83,Open Water,Open Water
4500000,0.0,12653,Romasanta,Romasanta
0,0.0,32233,大隻佬,Running on Karma
0,0.0,55177,Touch of Pink,Touch of Pink
0,0.0,14310,無間道III: 終極無間,Infernal Affairs III
0,0.0,24860,De Zaak Alzheimer,The Memory Of A Killer
0,0.0,26766,Slasher,Slasher
0,0.0,24747,Bobby Jones: Stroke of Genius,Bobby Jones: Stroke of Genius
6500000,11850214.0,4836,Layer Cake,Layer Cake
0,0.0,18711,Silver City,Silver City
0,0.0,11190,Возвращение,The Return
0,0.0,37918,The Agronomist,The Agronomist
45000000,21009180.0,11866,Flight of the Phoenix,Flight of the Phoenix
500000,603943.0,12281,Mean Creek,Mean Creek
50000000,161451538.0,10320,The Ring Two,The Ring Two
0,0.0,16427,Un Día Sin Mexicanos,A Day Without a Mexican
10000000,4069090.0,30973,The Visual Bible: The Gospel of John,The Visual Bible: The Gospel of John
1500000,0.0,12086,Machuca,Machuca
0,4500000.0,11420,The Corporation,The Corporation
0,0.0,57337,Game Over: Kasparov and the Machine,Game Over: Kasparov and the Machine
0,0.0,81792,ヴァイブレータ,Vibrator
0,0.0,3396,The Yes Men,The Yes Men
0,0.0,1404,Ae Fond Kiss...,Ae Fond Kiss...
700000,1600000.0,62276,Бумер,Bummer
0,0.0,464,Så som i himmelen,As It Is in Heaven
0,0.0,40974,Lü cha,Green Tea
0,0.0,59196,Lost Boys of Sudan,Lost Boys of Sudan
8000000,365134.0,20912,She Hate Me,She Hate Me
0,0.0,5889,あずみ,Azumi
0,0.0,1126,In My Father's Den,In My Father's Den
0,0.0,10296,The Football Factory,The Football Factory
0,15.0,11658,태극기 휘날리며,Tae Guk Gi: The Brotherhood of War
0,0.0,20544,Something the Lord Made,Something the Lord Made
0,0.0,11401,Metallica: Some Kind of Monster,Metallica: Some Kind of Monster
0,0.0,19423,Going the Distance,Going the Distance
0,0.0,31781,Redemption: The Stan Tookie Williams Story,Redemption: The Stan Tookie Williams Story
0,0.0,9483,Schultze Gets the Blues,Schultze Gets the Blues
350000,3515061.0,1392,Born into Brothels,Born into Brothels
0,127067.0,1843,Dig!,Dig!
0,0.0,33102,The Girl from Monday,The Girl from Monday
2600000,3166000.0,291,Riding Giants,Riding Giants
0,0.0,88138,Dear Pillow,Dear Pillow
0,0.0,28105,Word Wars,Word Wars
0,0.0,5460,Cruel Intentions 3,Cruel Intentions 3
0,159429.0,51363,When Will I Be Loved,When Will I Be Loved
0,0.0,16843,11:11,11:11
40000,0.0,4896,Muxmäuschenstill,Muxmäuschenstill
0,10000000.0,8357,What the #$*! Do We (K)now!?,What the #$*! Do We (K)now!?
0,0.0,24674,Gin gwai 2,The Eye 2
8700000,7659918.0,3509,A Scanner Darkly,A Scanner Darkly
6000000,1530216.0,11662,キャシャーン,Casshern
0,5331377.0,10103,내 여자친구를 소개합니다,Windstruck
0,0.0,33150,Howard Zinn: You Can't Be Neutral on a Moving Train,Howard Zinn: You Can't Be Neutral on a Moving Train
0,0.0,13372,Outfoxed: Rupert Murdoch's War on Journalism,Outfoxed: Rupert Murdoch's War on Journalism
0,0.0,36678,"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire","Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire"
0,0.0,21754,Fahrenhype 9/11,Fahrenhype 9/11
0,0.0,23319,Jerry Seinfeld: I'm Telling You for the Last Time,Jerry Seinfeld: I'm Telling You for the Last Time
0,0.0,41171,Noel,Noel
5400000,0.0,23592,In Enemy Hands,In Enemy Hands
0,0.0,47614,Dependencia sexual,Sexual Dependency
800,0.0,986,Falstaff,Chimes at Midnight
30000000,216763646.0,70,Million Dollar Baby,Million Dollar Baby
0,0.0,31713,The Narrow Margin,The Narrow Margin
0,0.0,32041,Hell Is for Heroes,Hell Is for Heroes
0,0.0,55309,Vincent & Theo,Vincent & Theo
0,0.0,38724,Some Came Running,Some Came Running
0,0.0,12487,極道恐怖大劇場 牛頭 GOZU,Gozu
0,0.0,56616,不散,"Goodbye, Dragon Inn"
17500000,38000000.0,205,Hotel Rwanda,Hotel Rwanda
334077,0.0,150523,The Mahabharata,The Mahabharata
0,0.0,46761,Sitcom,Sitcom
0,0.0,43872,Born to Dance,Born to Dance
0,0.0,5183,Travels with My Aunt,Travels with My Aunt
0,0.0,28055,Sei donne per l'assassino,Blood and Black Lace
2000000,0.0,12597,Hellraiser: Inferno,Hellraiser: Inferno
150000000,474968763.0,118,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory
0,0.0,113213,Auggie Rose,Auggie Rose
0,0.0,62143,The Wrong Box,The Wrong Box
0,0.0,1280,빈집,3-Iron
0,0.0,88288,It  Happens Every Spring,It  Happens Every Spring
50000000,34808403.0,421,The Life Aquatic with Steve Zissou,The Life Aquatic with Steve Zissou
116000000,102000000.0,2567,The Aviator,The Aviator
70000000,154648887.0,9833,The Phantom of the Opera,The Phantom of the Opera
23000000,0.0,6478,Beyond the Sea,Beyond the Sea
0,4678405.0,9692,The Woodsman,The Woodsman
0,0.0,1901,In Good Company,In Good Company
80000000,516642939.0,693,Meet the Fockers,Meet the Fockers
0,3537961.0,842,The Assassination of Richard Nixon,The Assassination of Richard Nixon
0,1841260.0,9953,A Love Song for Bobby Long,A Love Song for Bobby Long
0,0.0,11162,The Merchant of Venice,The Merchant of Venice
0,0.0,54291,河流,The River
0,0.0,57564,青少年哪吒,Rebels of the Neon God
