,budget,revenue,id,original_title,title
7756,0,0.0,42658,Helen of Troy,Helen of Troy
7757,0,0.0,27118,The Hound of the Baskervilles,The Hound of the Baskervilles
7758,0,0.0,18333,Vargtimmen,Hour of the Wolf
7759,11000000,2200000.0,42345,The Molly Maguires,The Molly Maguires
7760,0,0.0,18398,Suddenly,Suddenly
7761,0,0.0,54800,Urban Ghost Story,Urban Ghost Story
7762,0,0.0,20849,Possessed,Possessed
7763,3000000,0.0,57544,Muertos de risa,Dying of Laughter
7764,0,0.0,53779,Kings Row,Kings Row
7765,0,0.0,16661,The Kid Brother,The Kid Brother
7766,340,0.0,80708,The Divorcee,The Divorcee
7767,5000000,485772.0,76516,Meet the Applegates,Meet the Applegates
7768,0,0.0,33441,Robotto kânibaru,Robot Carnival
7769,0,0.0,47819,Americathon,Americathon
7770,0,0.0,21793,The Chipmunk Adventure,The Chipmunk Adventure
7771,1000000,7800000.0,18712,Sands of Iwo Jima,Sands of Iwo Jima
7772,800000,0.0,831,This Island Earth,This Island Earth
7773,0,0.0,10484,Les compères,The ComDads
7774,0,0.0,37658,Anthony Adverse,Anthony Adverse
7775,0,0.0,26516,Blackboard Jungle,Blackboard Jungle
7776,0,0.0,110598,Moment by Moment,Moment by Moment
7777,0,0.0,44388,It Had to Be You,It Had to Be You
7778,0,0.0,10573,Лунный папа,Luna Papa
7779,0,0.0,113290,The Long Way Home,The Long Way Home
7780,0,0.0,26451,Indagine su un cittadino al di sopra di ogni sospetto,Investigation of a Citizen Above Suspicion
7781,0,0.0,111605,True Love,True Love
7782,0,0.0,54568,To Each His Own,To Each His Own
7783,2600000,0.0,28571,The Heiress,The Heiress
7784,0,0.0,27686,State Fair,State Fair
7785,0,0.0,123665,Dragon Seed,Dragon Seed
7786,0,0.0,43336,Executive Suite,Executive Suite
7787,0,0.0,62000,Johnny Belinda,Johnny Belinda
7788,65000,28575078.0,9372,Super Size Me,Super Size Me
7789,0,0.0,41495,Johnny Eager,Johnny Eager
7790,0,0.0,52362,None But the Lonely Heart,None But the Lonely Heart
7791,0,0.0,662,La Jetée,La Jetée
7792,0,0.0,41799,"Distant Voices, Still Lives","Distant Voices, Still Lives"
7793,2500000,0.0,49633,The King of Kings,The King of Kings
7794,0,0.0,43805,Northwest Passage,Northwest Passage
7795,0,0.0,16559,The Picture of Dorian Gray,The Picture of Dorian Gray
7796,360000,36000000.0,44695,The Born Losers,The Born Losers
7797,0,0.0,31217,人間の條件　第１部純愛篇／第２部激怒篇,The Human Condition I: No Greater Love
7798,3000000,0.0,8341,Samsara,Samsara
7799,0,0.0,36488,Bachelor Mother,Bachelor Mother
7800,0,0.0,19414,Please Don't Eat the Daisies,Please Don't Eat the Daisies
7801,0,0.0,60595,Siddhartha,Siddhartha
7802,0,0.0,15794,White Heat,White Heat
7803,0,0.0,13188,Scrooge,Scrooge
7804,23000000,0.0,12651,Memphis Belle,Memphis Belle
7805,0,15260000.0,886,The Cincinnati Kid,The Cincinnati Kid
7806,0,0.0,9791,Animal Factory,Animal Factory
7807,1645000,0.0,27554,The Panic in Needle Park,The Panic in Needle Park
7808,0,0.0,26973,Pretty Baby,Pretty Baby
7809,0,0.0,38582,ゴジラ対メカゴジラ,Godzilla vs. Mechagodzilla
7810,6000000,5844868.0,9542,The Hitcher,The Hitcher
7811,2300000,11000000.0,17820,Show Boat,Show Boat
7812,0,0.0,26175,Ivanhoe,Ivanhoe
7813,0,0.0,31146,Box of Moonlight,Box of Moonlight
7814,0,0.0,20506,うなぎ,The Eel
7815,0,0.0,37696,Fear X,Fear X
7816,0,0.0,136,Freaks,Freaks
7817,0,0.0,47653,The Immigrant,The Immigrant
7818,0,0.0,10970,Silent Movie,Silent Movie
7819,0,0.0,28162,A Matter of Life and Death,A Matter of Life and Death
7820,0,0.0,42812,Anna Christie,Anna Christie
7821,0,0.0,28159,It Lives By Night,It Lives By Night
7822,0,0.0,20676,Deep Cover,Deep Cover
7823,0,0.0,3019,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde
7824,0,0.0,29353,My Little Chickadee,My Little Chickadee
7825,0,0.0,17761,The High and the Mighty,The High and the Mighty
7826,0,0.0,20277,The Ugly Dachshund,The Ugly Dachshund
7827,110000000,72178895.0,10204,Around the World in 80 Days,Around the World in 80 Days
7828,0,490964.0,3515,I'll Sleep When I'm Dead,I'll Sleep When I'm Dead
7829,20000000,167722310.0,9472,DodgeBall: A True Underdog Story,DodgeBall: A True Underdog Story
7830,60000000,219417255.0,594,The Terminal,The Terminal
7831,0,0.0,8981,Dear Frankie,Dear Frankie
7832,37000000,113086475.0,12153,White Chicks,White Chicks
7833,0,0.0,1944,The Door in the Floor,The Door in the Floor
7834,29000000,115603229.0,11036,The Notebook,The Notebook
7835,74500000,62172050.0,1997,Deux frères,Two Brothers
7836,20000000,0.0,15237,De-Lovely,De-Lovely
7837,0,0.0,205481,The Intended,The Intended
7838,0,8500.0,11572,Kaena: La prophétie,Kaena: The Prophecy
7839,0,0.0,19096,Back to Bataan,Back to Bataan
7840,4000000,0.0,72096,Bloodhounds of Broadway,Bloodhounds of Broadway
7841,0,0.0,11939,A Day at the Races,A Day at the Races
7842,0,0.0,47555,Flying Leathernecks,Flying Leathernecks
7843,0,0.0,24236,"Now You See Him, Now You Don't","Now You See Him, Now You Don't"
7844,0,0.0,80218,Plain Dirty,Plain Dirty
7845,2000000,30000000.0,26520,Bob & Carol & Ted & Alice,Bob & Carol & Ted & Alice
7846,0,0.0,43897,The Littlest Rebel,The Littlest Rebel
7847,0,0.0,29456,Reconstruction,Reconstruction
7848,0,0.0,21386,Will Vinton's Claymation Christmas Celebration,Will Vinton's Claymation Christmas Celebration
7849,0,0.0,24908,Le battement d'ailes du papillon,Happenstance
7850,0,8.0,9256,Kopps,Kops
7851,0,0.0,25783,Comandante,Comandante
7852,0,0.0,8991,Undead,Undead
7853,0,0.0,44691,The Scarlet and the Black,The Scarlet and the Black
7854,0,0.0,23378,Into the Woods,Into the Woods
7855,0,0.0,3293,Pirates of Silicon Valley,Pirates of Silicon Valley
7856,0,0.0,36947,Manufacturing Consent: Noam Chomsky and the Media,Manufacturing Consent: Noam Chomsky and the Media
7857,0,0.0,54028,The Clock,The Clock
7858,0,0.0,17645,Leave Her to Heaven,Leave Her to Heaven
7859,20000000,305070.0,10448,Rapa Nui,Rapa Nui
7860,0,0.0,57684,Roxie Hart,Roxie Hart
7861,0,0.0,61487,Mayor of the Sunset Strip,Mayor of the Sunset Strip
7862,0,0.0,14365,Killing Me Softly,Killing Me Softly
7863,4414000,0.0,29383,Talvisota,The Winter War
7864,21000000,0.0,10606,The Philadelphia Experiment,The Philadelphia Experiment
7865,0,0.0,42988,The Wheeler Dealers,The Wheeler Dealers
7866,5000000,20146880.0,16136,Juice,Juice
7867,0,0.0,58669,The Secret Life of Girls,The Secret Life of Girls
7868,0,0.0,42407,The Flim-Flam Man,The Flim-Flam Man
7869,0,49579269.0,6081,Revenge of the Pink Panther,Revenge of the Pink Panther
7870,0,0.0,12577,Riders,Riders
7871,0,0.0,36561,Jeg er Dina,I Am Dina
7872,0,0.0,49814,The Escapist,The Escapist
7873,0,0.0,13696,Angels with Dirty Faces,Angels with Dirty Faces
7874,0,0.0,44494,Zéro de conduite,Zero for Conduct
7875,0,0.0,15484,Shadows,Shadows
7876,0,0.0,36672,Coming Out,Coming Out
7877,0,268254.0,2330,Taxi,Taxi
7878,14500000,65497208.0,2334,Taxi 3,Taxi 3
7879,0,0.0,64204,Pull My Daisy,Pull My Daisy
7880,0,0.0,13398,東京ゴッドファーザーズ,Tokyo Godfathers
7881,0,0.0,2912,Le Boucher,The Butcher
7882,0,0.0,701,Our Hospitality,Our Hospitality
7883,0,0.0,10631,All of Me,All of Me
7884,0,0.0,43466,The Farmer's Daughter,The Farmer's Daughter
7885,0,0.0,2202,Lassie Come Home,Lassie Come Home
7886,0,0.0,76076,The Time of Your Life,The Time of Your Life
7887,1880006,26713187.0,10780,Overboard,Overboard
7888,0,0.0,3484,The Mask of Fu Manchu,The Mask of Fu Manchu
7889,0,0.0,19590,By the Light of the Silvery Moon,By the Light of the Silvery Moon
7890,0,0.0,23724,BUtterfield 8,BUtterfield 8
7891,0,0.0,26596,Johnny Guitar,Johnny Guitar
7892,0,0.0,44925,Sister My Sister,Sister My Sister
7893,0,0.0,29264,El ángel exterminador,The Exterminating Angel
7894,0,0.0,33994,ivans xtc.,ivans xtc.
7895,6000000,119114517.0,1777,Fahrenheit 9/11,Fahrenheit 9/11
7896,0,40050884.0,11584,Roxanne,Roxanne
7897,0,0.0,9901,Freedom Downtime,Freedom Downtime
7898,0,0.0,202475,The Same River Twice,The Same River Twice
7899,0,0.0,26811,Dr. Terror's House of Horrors,Dr. Terror's House of Horrors
7900,0,0.0,38631,Confessions of a Burning Man,Confessions of a Burning Man
7901,4000000,389503.0,54022,Search and Destroy,Search and Destroy
7902,0,0.0,23522,The Book of Life,The Book of Life
7903,0,0.0,207625,Such a Long Journey,Such a Long Journey
7904,2700000,5000000.0,22094,Hard Times,Hard Times
7905,0,4275.0,161080,Secret Society,Secret Society
7906,15000000,28733290.0,11884,The Last Starfighter,The Last Starfighter
7907,0,14134877.0,21871,Tank,Tank
7908,0,0.0,30876,Ultimo mondo cannibale,Last Cannibal World
7909,200000000,783766341.0,558,Spider-Man 2,Spider-Man 2
7910,0,0.0,48732,America's Heart and Soul,America's Heart and Soul
7911,2700000,15992615.0,80,Before Sunset,Before Sunset
7912,0,12520799.0,10742,The Clearing,The Clearing
7913,120000000,203567857.0,9477,King Arthur,King Arthur
7914,26000000,90574188.0,8699,Anchorman: The Legend of Ron Burgundy,Anchorman: The Legend of Ron Burgundy
7915,0,0.0,9893,Sleepover,Sleepover
7916,19000000,70067909.0,11247,A Cinderella Story,A Cinderella Story
7917,120000000,347234916.0,2048,"I, Robot","I, Robot"
7918,0,0.0,436,"María, llena eres de gracia",Maria Full of Grace
7919,0,0.0,61391,Distant Drums,Distant Drums
7920,0,0.0,18643,Follow That Dream,Follow That Dream
7921,0,0.0,67297,La Niña De Tus Ojos,The Girl of Your Dreams
7922,0,5438927.0,31948,Gray Lady Down,Gray Lady Down
7923,0,0.0,43004,Long Day's Journey Into Night,Long Day's Journey Into Night
7924,0,0.0,45793,Man of La Mancha,Man of La Mancha
7925,0,0.0,46495,The Night of the Following Day,The Night of the Following Day
7926,0,0.0,45874,Posse,Posse
7927,2970000,0.0,65994,Prince Valiant,Prince Valiant
7928,0,0.0,19014,Rustlers' Rhapsody,Rustlers' Rhapsody
7929,0,0.0,10754,Krótki film o zabijaniu,A Short Film About Killing
7930,0,0.0,30054,The Tin Star,The Tin Star
7931,0,0.0,36630,Zandalee,Zandalee
7932,0,0.0,39770,Brève traversée,Brief Crossing
7933,0,0.0,36627,Potop,The Deluge
7934,15000000,50000000.0,11897,How the West Was Won,How the West Was Won
7935,0,0.0,43443,Joan of Arc,Joan of Arc
7936,0,0.0,54300,Live Forever,Live Forever
7937,0,0.0,58925,Mr. Klein,Mr. Klein
7938,75000000,288500217.0,2502,The Bourne Supremacy,The Bourne Supremacy
7939,100000000,82102379.0,314,Catwoman,Catwoman
7940,6500000,1548955.0,18923,A Home at the End of the World,A Home at the End of the World
7941,0,0.0,146373,Some Girl,Some Girl
7942,5000000,24854765.0,5228,Stay Hungry,Stay Hungry
7943,0,0.0,12206,Das Testament des Dr. Mabuse,The Testament of Dr. Mabuse
7944,0,0.0,16539,Zus & zo,Zus & Zo
7945,0,0.0,75046,Battle Hymn,Battle Hymn
7946,0,0.0,74012,Crash Dive,Crash Dive
7947,0,0.0,26126,Disco Pigs,Disco Pigs
7948,0,0.0,15876,The Enemy Below,The Enemy Below
7949,7000000,0.0,26300,Fist of the North Star,Fist of the North Star
7950,0,0.0,68064,Flash Gordon Conquers the Universe,Flash Gordon Conquers the Universe
7951,0,0.0,12625,Guns of the Magnificent Seven,Guns of the Magnificent Seven
7952,0,0.0,45520,The Hunters,The Hunters
7953,0,0.0,46767,Tras el cristal,In a Glass Cage
7954,0,0.0,55848,Lancelot du Lac,Lancelot of the Lake
7955,0,0.0,42525,The Last Valley,The Last Valley
7956,3000000,0.0,43417,The Magnificent Seven Ride!,The Magnificent Seven Ride!
7957,0,0.0,15244,Un condamné à mort s'est échappé,A Man Escaped
7958,0,0.0,62395,Marcelino pan y vino,The Miracle of Marcelino
7959,0,0.0,42737,Morituri,Morituri
7960,0,0.0,47615,Orgy of the Dead,Orgy of the Dead
7961,1455000,2620000.0,39209,Shalako,Shalako
7962,0,0.0,20876,A Shock to the System,A Shock to the System
7963,3200000,0.0,24559,Slaughterhouse-Five,Slaughterhouse-Five
7964,0,0.0,78208,Son frère,His Brother
7965,0,0.0,43786,Wake Island,Wake Island
7966,0,0.0,72613,What Price Glory,What Price Glory
7967,0,0.0,43787,You Were Never Lovelier,You Were Never Lovelier
7968,0,0.0,27437,The Bachelor and the Bobby-Soxer,The Bachelor and the Bobby-Soxer
7969,0,0.0,40374,Breezy,Breezy
7970,0,0.0,20316,En la ciudad sin límites,The City of No Limits
7971,0,1244381.0,41925,The Comfort of Strangers,The Comfort of Strangers
7972,850000,0.0,259389,Dancing in September,Dancing in September
7973,0,0.0,22871,Destination Tokyo,Destination Tokyo
7974,8000000,0.0,37019,Dr. Jekyll and Ms. Hyde,Dr. Jekyll and Ms. Hyde
7975,0,0.0,18190,Dream Lover,Dream Lover
7976,0,0.0,71786,Fausto 5.0,Fausto 5.0
7977,191051,0.0,42347,For Queen & Country,For Queen & Country
7978,0,0.0,39140,Funny About Love,Funny About Love
7979,0,0.0,69903,The Greatest,The Greatest
7980,0,0.0,219345,Grief,Grief
7981,0,0.0,41890,Hometown Legend,Hometown Legend
7982,0,0.0,27307,How I Got Into College,How I Got Into College
7983,0,0.0,36709,Map of the Human Heart,Map of the Human Heart
7984,0,0.0,32294,Mr. Blandings Builds His Dream House,Mr. Blandings Builds His Dream House
7985,0,0.0,41463,My Favorite Wife,My Favorite Wife
7986,5000000,3569939.0,19051,The New Adventures of Pippi Longstocking,The New Adventures of Pippi Longstocking
7987,0,0.0,43485,Night and Day,Night and Day
7988,0,0.0,51997,No Name on the Bullet,No Name on the Bullet
7989,0,0.0,43885,The Plainsman,The Plainsman
7990,0,0.0,112969,Slaughter of the Innocents,Slaughter of the Innocents
7991,0,0.0,62694,The Snake Pit,The Snake Pit
7992,0,0.0,43785,The Spoilers,The Spoilers
7993,22000000,11000863.0,53287,The Super,The Super
7994,25000000,0.0,29584,Tai-Pan,Tai-Pan
7995,0,23646952.0,32644,Two of a Kind,Two of a Kind
7996,0,0.0,89482,Guerreros,Warriors
7997,0,0.0,1040,Il gattopardo,The Leopard
7998,0,0.0,42604,"Goodbye, Columbus","Goodbye, Columbus"
7999,0,0.0,24214,The President's Analyst,The President's Analyst
8000,0,0.0,5122,The Day of the Locust,The Day of the Locust
8001,0,0.0,42469,The Creeping Flesh,The Creeping Flesh
8002,0,0.0,119623,Un amour de Swann,Swann in Love
8003,0,0.0,1783,To End All Wars,To End All Wars
8004,1500000,0.0,10910,Moulin Rouge,Moulin Rouge
8005,0,0.0,17238,The Belly of an Architect,The Belly of an Architect
8006,0,0.0,22156,Nid de guêpes,The Nest
8007,0,0.0,26814,Love Happy,Love Happy
8008,0,0.0,43116,High School Confidential!,High School Confidential!
8009,0,0.0,39269,Out of the Blue,Out of the Blue
8010,0,0.0,99859,Crimetime,Crimetime
8011,160000,100655.0,31522,Une Femme est une femme,A Woman Is a Woman
8012,0,0.0,47796,Mamma Roma,Mamma Roma
8013,0,0.0,26893,どん底,The Lower Depths
8014,0,0.0,69035,Ruby Cairo,Ruby Cairo
8015,0,0.0,73621,Night Patrol,Night Patrol
8016,0,112132.0,22976,Biggles,Biggles
8017,0,0.0,55441,Fancy Pants,Fancy Pants
8018,0,0.0,45608,The World of Suzie Wong,The World of Suzie Wong
8019,0,0.0,21619,King of the Ants,King of the Ants
8020,0,0.0,9680,Uncle Sam,Uncle Sam
8021,0,0.0,42801,"Ieri, oggi, domani","Yesterday, Today and Tomorrow"
8022,0,0.0,12627,La Belle Noiseuse,La Belle Noiseuse
8023,0,0.0,86404,La balance,La balance
8024,0,0.0,18671,Gun Crazy,Gun Crazy
8025,0,0.0,17218,The Set-Up,The Set-Up
8026,0,0.0,41316,Unprecedented: The 2000 Presidential Election,Unprecedented: The 2000 Presidential Election
8027,0,0.0,5179,The Prime of Miss Jean Brodie,The Prime of Miss Jean Brodie
8028,0,0.0,53198,Il mio viaggio in Italia,My Voyage to Italy
8029,0,0.0,65156,The North Avenue Irregulars,The North Avenue Irregulars
8030,0,0.0,42593,Lovers and Other Strangers,Lovers and Other Strangers
8031,0,0.0,76002,Kotch,Kotch
8032,0,0.0,64868,Greyfriars Bobby: The True Story of a Dog,Greyfriars Bobby: The True Story of a Dog
8033,0,0.0,52741,Side Out,Side Out
8034,0,0.0,15081,The Three Lives of Thomasina,The Three Lives of Thomasina
8035,0,0.0,21147,"No Deposit, No Return","No Deposit, No Return"
8036,0,0.0,64877,"The One and Only, Genuine, Original Family Band","The One and Only, Genuine, Original Family Band"
8037,0,0.0,147169,Under the Lighthouse Dancing,Under the Lighthouse Dancing
8038,0,0.0,16703,This Gun for Hire,This Gun for Hire
8039,0,0.0,20298,Black Angel,Black Angel
8040,0,0.0,19974,The Big Clock,The Big Clock
8041,0,0.0,22112,Criss Cross,Criss Cross
8042,0,0.0,4201,The Fifth Musketeer,The Fifth Musketeer
8043,1000000,0.0,39868,Evilspeak,Evilspeak
8044,0,0.0,20408,Terror by Night,Terror by Night
8045,0,0.0,13580,The Spy Who Came in from the Cold,The Spy Who Came in from the Cold
8046,0,0.0,18706,Sherlock Holmes and the Secret Weapon,Sherlock Holmes and the Secret Weapon
8047,0,0.0,34327,The Woman in Green,The Woman in Green
8048,0,0.0,43013,The Counterfeit Traitor,The Counterfeit Traitor
8049,0,0.0,38505,"Un, deux, trois, soleil","One, Two, Three, Sun"
8050,250000,0.0,41940,Roadkill,Roadkill
8051,0,0.0,20417,Dressed to Kill,Dressed to Kill
8052,0,0.0,14652,Bon voyage,Bon voyage
8053,0,0.0,69526,The Assassination Bureau,The Assassination Bureau
8054,80000000,96105964.0,14462,The Manchurian Candidate,The Manchurian Candidate
8055,57000000,28283637.0,14623,Thunderbirds,Thunderbirds
8056,60000000,256697520.0,6947,The Village,The Village
8057,2500000,26781723.0,401,Garden State,Garden State
8058,0,0.0,50247,麦秋,Early Summer
8059,0,0.0,46326,Le Quai des brumes,Port of Shadows
8060,0,0.0,35780,Thunderbirds are GO,Thunderbirds are GO
8061,0,0.0,25361,Thunderbird 6,Thunderbird 6
8062,0,0.0,45522,Castle Keep,Castle Keep
8063,0,0.0,23750,Revengers Tragedy,Revengers Tragedy
8064,0,0.0,45509,攝氏32度,Beyond Hypothermia
8065,11500000,0.0,44289,Octane,Octane
8066,0,0.0,25536,PTU,PTU
8067,0,0.0,38837,Неоконченная пьеса для механического пианино,Unfinished Piece for Mechanical Piano
8068,0,0.0,23305,The Warrior,The Warrior
8069,0,0.0,17768,A Funny Thing Happened on the Way to the Forum,A Funny Thing Happened on the Way to the Forum
8070,0,0.0,27375,Salesman,Salesman
8071,65000000,217764291.0,1538,Collateral,Collateral
8072,35000000,22034832.0,14846,Little Black Book,Little Black Book
8073,7500000,0.0,2577,Code 46,Code 46
8074,0,256249.0,52936,In the Soup,In the Soup
8075,0,0.0,46884,They Came to Cordura,They Came to Cordura
8076,0,0.0,33333,青い春,Blue Spring
8077,0,0.0,41975,Une affaire de femmes,Story of Women
8078,0,0.0,16606,주유소 습격사건,Attack the Gas Station!
8079,0,0.0,60760,Masques,Masques
8080,9000000,23936908.0,11282,Harold & Kumar Go to White Castle,Harold & Kumar Go to White Castle
8081,40000000,95149435.0,11130,The Princess Diaries 2: Royal Engagement,The Princess Diaries 2: Royal Engagement
8082,0,0.0,14389,Danny Deckchair,Danny Deckchair
8083,70000000,171183863.0,395,AVP: Alien vs. Predator,AVP: Alien vs. Predator
8084,20000000,29170410.0,11052,Yu-Gi-Oh! The Movie,Yu-Gi-Oh! The Movie
8085,0,0.0,60015,Novo,Novo
8086,3000000,2037545.0,23601,We Don't Live Here Anymore,We Don't Live Here Anymore
8087,19000000,69631118.0,10762,Without a Paddle,Without a Paddle
8088,80000000,78000586.0,11026,Exorcist: The Beginning,Exorcist: The Beginning
8089,0,0.0,18693,Speedway,Speedway
8090,0,0.0,45598,The Trouble with Girls,The Trouble with Girls
8091,0,0.0,8745,It Happened at the World's Fair,It Happened at the World's Fair
8092,0,1600000.0,45335,Double Trouble,Double Trouble
8093,0,0.0,18690,Spinout,Spinout
8094,0,0.0,7506,Harum Scarum,Harum Scarum
8095,0,0.0,65596,The Spaceman and King Arthur,The Spaceman and King Arthur
8096,0,6347072.0,36912,The Sting II,The Sting II
8097,0,0.0,46081,If a Man Answers,If a Man Answers
8098,0,0.0,40087,Cheerleader Camp,Cheerleader Camp
8099,0,0.0,46831,Ressources humaines,Human Resources
8100,0,0.0,20120,Bill Cosby: Himself,Bill Cosby: Himself
8101,0,0.0,22543,Dead Ringer,Dead Ringer
8102,0,0.0,44415,Benji: Off the Leash!,Benji: Off the Leash!
8103,20000000,70992898.0,11237,Anacondas: The Hunt for the Blood Orchid,Anacondas: The Hunt for the Blood Orchid
8104,27000000,13000000.0,8080,Suspect Zero,Suspect Zero
8105,0,0.0,14797,Tian di ying xiong,Warriors of Heaven and Earth
8106,23000000,16123851.0,11632,Vanity Fair,Vanity Fair
8107,16000000,12.0,18475,The Cookout,The Cookout
8108,20000000,16605763.0,15644,Paparazzi,Paparazzi
8109,30000000,13001257.0,11208,Wicker Park,Wicker Park
8110,500000,0.0,24079,Triggermen,Triggermen
8111,0,0.0,16153,Alice Doesn't Live Here Anymore,Alice Doesn't Live Here Anymore
8112,0,0.0,13559,The Mangler,The Mangler
8113,0,0.0,42694,Who's That Knocking at My Door,Who's That Knocking at My Door
8114,0,0.0,32298,Seeing Other People,Seeing Other People
8115,0,0.0,66566,Past Midnight,Past Midnight
8116,0,1221832.0,124029,A Million to Juan,A Million to Juan
8117,0,0.0,42164,Amator,Camera Buff
8118,0,0.0,124,Bez Konca,No End
8119,0,371396.0,29979,Highwaymen,Highwaymen
8120,0,0.0,41762,Graffiti Bridge,Graffiti Bridge
8121,0,0.0,12548,I Vitelloni,I Vitelloni
8122,0,10090429.0,33345,Under the Cherry Moon,Under the Cherry Moon
8123,0,0.0,19893,Flipper,Flipper
8124,0,0.0,42264,Smile,Smile
8125,0,0.0,11387,Lord Jim,Lord Jim
8126,0,0.0,104659,A Small Circle of Friends,A Small Circle of Friends
8127,1200000,3109904.0,24924,Night of the Demons,Night of the Demons
8128,0,0.0,17994,Witchboard,Witchboard
8129,0,0.0,75759,Roller Boogie,Roller Boogie
8130,0,0.0,60437,Lilith,Lilith
8131,0,0.0,49069,The Apple,The Apple
8132,0,9109322.0,31117,Superbabies: Baby Geniuses 2,Superbabies: Baby Geniuses 2
8133,25000000,56422687.0,9759,Cellular,Cellular
8134,45000000,129394835.0,1577,Resident Evil: Apocalypse,Resident Evil: Apocalypse
8135,0,0.0,14198,Criminal,Criminal
8136,0,0.0,288952,Evergreen,Evergreen
8137,30000000,21800302.0,16232,Mr. 3000,Mr. 3000
8138,70000000,57958696.0,5137,Sky Captain and the World of Tomorrow,Sky Captain and the World of Tomorrow
8139,31000000,41512007.0,11823,Wimbledon,Wimbledon
8140,0,0.0,2003,Anatomie de l'enfer,Anatomy of Hell
8141,0,0.0,18804,Head in the Clouds,Head in the Clouds
8142,30000000,0.0,13969,First Daughter,First Daughter
8143,42000000,117575636.0,10145,The Forgotten,The Forgotten
8144,0,0.0,26486,The Last Shot,The Last Shot
8145,15000000,1914166.0,13702,A Dirty Shame,A Dirty Shame
8146,0,16756372.0,1653,Diarios de motocicleta,The Motorcycle Diaries
8147,4000000,30039392.0,747,Shaun of the Dead,Shaun of the Dead
8148,0,0.0,84214,"Come Back, Little Sheba","Come Back, Little Sheba"
8149,0,0.0,84655,The Black Orchid,The Black Orchid
8150,0,0.0,23627,Second Chorus,Second Chorus
8151,0,0.0,26230,Class of Nuke 'Em High 2: Subhumanoid Meltdown,Class of Nuke 'Em High 2: Subhumanoid Meltdown
8152,0,27634716.0,4176,Murder on the Orient Express,Murder on the Orient Express
8153,0,42400000.0,11177,Mask,Mask
8154,2000000,4000000.0,43839,Alexander's Ragtime Band,Alexander's Ragtime Band
8155,0,0.0,26690,The Boston Strangler,The Boston Strangler
8156,0,11000000.0,35101,The Last Flight of Noah's Ark,The Last Flight of Noah's Ark
8157,0,0.0,10905,The Man with One Red Shoe,The Man with One Red Shoe
8158,0,3.0,18196,The Sentinel,The Sentinel
8159,0,0.0,70345,Sssssss,Sssssss
8160,0,0.0,88174,Whispers in the Dark,Whispers in the Dark
8161,0,0.0,132422,Stealing Time,Stealing Time
8162,0,0.0,42215,The Legacy,The Legacy
8163,0,0.0,43105,The Alligator People,The Alligator People
8164,0,0.0,71140,Hear No Evil,Hear No Evil
8165,0,0.0,27816,Basket Case 3,Basket Case 3
8166,2500000,0.0,27815,Basket Case 2,Basket Case 2
8167,6000000,14717854.0,12707,Orca: The Killer Whale,Orca: The Killer Whale
8168,0,0.0,43657,AKA,AKA
8169,0,0.0,43117,I Married a Monster from Outer Space,I Married a Monster from Outer Space
8170,0,0.0,47446,The Trojan Women,The Trojan Women
8171,350000,0.0,54979,Robinson Crusoe,Robinson Crusoe
8172,0,0.0,42172,Hardcore,Hardcore
8173,0,0.0,42600,Watermelon Man,Watermelon Man
8174,0,0.0,47825,Flashpoint,Flashpoint
8175,0,0.0,62697,Bug,Bug
8176,0,0.0,31655,The Terror,The Terror
8177,0,0.0,27498,Jack O,Jack O
8178,47000000,7191399.0,1492,1492: Conquest of Paradise,1492: Conquest of Paradise
8179,100000,0.0,8689,Cannibal Holocaust,Cannibal Holocaust
8180,75000000,367275019.0,10555,Shark Tale,Shark Tale
8181,60000000,74541707.0,11128,Ladder 49,Ladder 49
8182,0,0.0,22842,Black Cloud,Black Cloud
8183,22000000,0.0,1599,I Heart Huckabees,I Heart Huckabees
8184,15000000,14867514.0,14024,Raise Your Voice,Raise Your Voice
8185,25000000,36609966.0,11045,Taxi,Taxi
8186,0,0.0,15503,Around the Bend,Around the Bend
8187,7000,424760.0,14337,Primer,Primer
8188,0,776691.0,26108,Stage Beauty,Stage Beauty
8189,50000000,170128460.0,4380,Shall We Dance?,Shall We Dance?
8190,32000000,50907422.0,3989,Team America: World Police,Team America: World Police
8191,0,0.0,16358,Eulogy,Eulogy
8192,0,0.0,25313,P.S.,P.S.
8193,0,0.0,2438,The Country Girl,The Country Girl
8194,0,0.0,65550,The Rose Tattoo,The Rose Tattoo
8195,0,0.0,29445,Epidemic,Epidemic
8196,0,0.0,11121,Tess,Tess
8197,2700000,0.0,55457,I Wanna Hold Your Hand,I Wanna Hold Your Hand
8198,0,0.0,101887,Spinning Boris,Spinning Boris
8199,0,0.0,23739,Circle of Iron,Circle of Iron
8200,780000,1500000.0,21241,Cannonball,Cannonball
8201,2000000,0.0,3053,The Fearless Vampire Killers,The Fearless Vampire Killers
8202,0,0.0,28356,Black Beauty,Black Beauty
8203,0,0.0,12456,De fem benspænd,The Five Obstructions
8204,0,0.0,55047,Born Rich,Born Rich
8205,0,0.0,28153,It's Alive,It's Alive
8206,0,0.0,18499,Le déclin de l'empire américain,The Decline of the American Empire
8207,0,0.0,36616,Bébé's Kids,Bébé's Kids
8208,0,14812000.0,13644,All I Want For Christmas,All I Want For Christmas
8209,0,0.0,41936,La vie et rien d'autre,Life and Nothing But
